Remove?,Updated topic,Updated label,topic,argument,label,tokenized_argument,new_id
,,,your cat,"I have a compromised immune system. If I could not adopt adult declawed cats, I could not have a cat. I've had three (two at the moment). They've all been different but not disturbed. They are great joys. If you oppose declawing, feel free not to declaw and not to adopt a declawed cat. If you want to campaign against declawing, go for it. But, do you really need the government to ban it?",1,"I have a compromised immune system . If I could not adopt adult declawed cats , I could not have a cat . I 've had three ( two at the moment ) . They 've all been different but not disturbed . They are great joys . If you oppose declawing , feel free not to declaw and not to adopt a declawed cat . If you want to campaign against declawing , go for it . But , do you really need the government to ban it ?",16481
,,,airline industry,"Free market forces work well when there is a direct and obvious connection between the purchase and the consumption of goods and services. Not so well, when the provider of the goods and services is able to hide price behind layers of obfuscation and indirection. The airlines, very much like health care insurers and providers, make it almost impossible to know up front what you are buying and what it will cost. Just like health care insurers and providers, the purchaser of air transportation is often a business with a different set of priorities from those of the ultimate consumer --- we the people. Under those circumstances, only intelligent and knowledgeable regulation can work.",0,"Free market forces work well when there is a direct and obvious connection between the purchase and the consumption of goods and services . Not so well , when the provider of the goods and services is able to hide price behind layers of obfuscation and indirection . The airlines , very much like health care insurers and providers , make it almost impossible to know up front what you are buying and what it will cost . Just like health care insurers and providers , the purchaser of air transportation is often a business with a different set of priorities from those of the ultimate consumer --- we the people . Under those circumstances , only intelligent and knowledgeable regulation can work .",16528
x,,,a legitimate threat,"I live and work near Muir Woods. There isn't a day without smog hovering over the area. The neighborhood does not suffer density issues and there are no manufacturing facilities anywhere near the whole region. Yet, the smog in all its reddish-purple-haziness never flags. It comes out of the west from China. Over one billion people manufacture the good that seven billion of us need and it is killing us with polluted air, water and as an unsafe food source. All of this damage is done in the name of a single word: profit. It's time that we redefine that word or we will certainly die out as a specie.",0,"I live and work near Muir Woods . There is n't a day without smog hovering over the area . The neighborhood does not suffer density issues and there are no manufacturing facilities anywhere near the whole region . Yet , the smog in all its reddish - purple - haziness never flags . It comes out of the west from China . Over one billion people manufacture the good that seven billion of us need and it is killing us with polluted air , water and as an unsafe food source . All of this damage is done in the name of a single word : profit . It 's time that we redefine that word or we will certainly die out as a specie .",16564
,,,mother teresa,"I have never liked or revered Mother Theresa. She really didn't do much for the poor and sick but keep them poor and sick. As a nurse I and my sisters have cared for poor sick people by providing them medication and helping them to better their lot in life. She was a fraud, a fake. She should have given her patients pain medication and all of the money's should have gone to healing the patients. She was a dangerous cruel person and we are all better off that she is dead",0,"I have never liked or revered Mother Theresa . She really did n't do much for the poor and sick but keep them poor and sick . As a nurse I and my sisters have cared for poor sick people by providing them medication and helping them to better their lot in life . She was a fraud , a fake . She should have given her patients pain medication and all of the money 's should have gone to healing the patients . She was a dangerous cruel person and we are all better off that she is dead",16657
,,,a palestinian state,"Avital says ""... let's start with the basics. Any nation wishing to declare independence should meet three essential elements: a strong central government, control of defined territory and security. "". Well we could also start with some basics about the legitimacy of a government to govern people under its control. Without expounding broadly, any basic set of rights would lead to changes in the West Bank and Gaza; and maybe within Israel itself. Israel needs to grant more autonomy, stop creating more settlements, and accept the fact there will be violent acts for decades; let's ""get a move on"". The status quo is not working.",1,"Avital says "" ... let 's start with the basics . Any nation wishing to declare independence should meet three essential elements : a strong central government , control of defined territory and security . "" . Well we could also start with some basics about the legitimacy of a government to govern people under its control . Without expounding broadly , any basic set of rights would lead to changes in the West Bank and Gaza ; and maybe within Israel itself . Israel needs to grant more autonomy , stop creating more settlements , and accept the fact there will be violent acts for decades ; let 's "" get a move on "" . The status quo is not working .",16704
,,,farms,"There is a country-wide stigma against agricultural work. Part of that is due to hold overs from the slavery period. Part of that is due to a perception of minimum wage or less work. What we really need, and are seeing in some of these younger farmers, is a new class of people. People who are extremely intelligent, very hard working, who understand mesh networks, cellular and microbiology, organic chemistry, geology, hydrology, pest control, and synergistic relationships. And we need to get the word out that that's what this new age of farming is all about, and not using ignorant, illegal immigrants.",0,"There is a country - wide stigma against agricultural work . Part of that is due to hold overs from the slavery period . Part of that is due to a perception of minimum wage or less work . What we really need , and are seeing in some of these younger farmers , is a new class of people . People who are extremely intelligent , very hard working , who understand mesh networks , cellular and microbiology , organic chemistry , geology , hydrology , pest control , and synergistic relationships . And we need to get the word out that that 's what this new age of farming is all about , and not using ignorant , illegal immigrants .",16758
,teach for america,,tfa,"Foote quotes someone who compares TFA volunteers to Army recruits. Even there, in fact, TFA suffers by comparison. Soldiers spend more time in basic training than the few weeks that TFA recruits do, let alone all the additional training specialists get. So what she's saying, effectively, is that the message of TFA is that teaching is less difficult than learning to march, obey orders and fire a gun.",0,"Foote quotes someone who compares TFA volunteers to Army recruits . Even there , in fact , TFA suffers by comparison . Soldiers spend more time in basic training than the few weeks that TFA recruits do , let alone all the additional training specialists get . So what she 's saying , effectively , is that the message of TFA is that teaching is less difficult than learning to march , obey orders and fire a gun .",16769
,,,technological innovation,"if the newest product from the biggest Silicon Valley company is one that allows people to get notifications to their wrist so that they dont need to reach into their pocket - while at the same time being touted as fitness health tracker then, yes, the old Silicon Valley died with Steve Jobs 4 years ago.",0,"if the newest product from the biggest Silicon Valley company is one that allows people to get notifications to their wrist so that they do nt need to reach into their pocket - while at the same time being touted as fitness health tracker then , yes , the old Silicon Valley died with Steve Jobs 4 years ago .",16772
x,,,nations,"Avital says ""... let's start with the basics. Any nation wishing to declare independence should meet three essential elements: a strong central government, control of defined territory and security. "". Well we could also start with some basics about the legitimacy of a government to govern people under its control. Without expounding broadly, any basic set of rights would lead to changes in the West Bank and Gaza; and maybe within Israel itself. Israel needs to grant more autonomy, stop creating more settlements, and accept the fact there will be violent acts for decades; let's ""get a move on"". The status quo is not working.",0,"Avital says "" ... let 's start with the basics . Any nation wishing to declare independence should meet three essential elements : a strong central government , control of defined territory and security . "" . Well we could also start with some basics about the legitimacy of a government to govern people under its control . Without expounding broadly , any basic set of rights would lead to changes in the West Bank and Gaza ; and maybe within Israel itself . Israel needs to grant more autonomy , stop creating more settlements , and accept the fact there will be violent acts for decades ; let 's "" get a move on "" . The status quo is not working .",16779
,,,felons,"So this thesis is ""Once a felon, always a felon?"" The stated purpose of incarceration correction. In California it is the CDC or California Department of Corrections, not the prison department. A convict is released, put on parole, satisfies the requirements, and is expected to become a normal member of society. But at the same time loses certain right that other citizens have. He/she is in effect no longer a whole citizen, even after having paid satisfied the conditions imposed by the court. So even though his behavior has been corrected he/she is treated as uncorrected. Worse yet, in many cases they can not get certain work, are relegated to the lower levels of society, yet expected to be productive. So what is the purpose of conviction and incarceration? Some may be career criminals, but as we have seen fr to many times, most are not, but in many cases return to crime as that is what they know best. What we see here is a call for permanent retribution, no matter the crime.",1,"So this thesis is "" Once a felon , always a felon ? "" The stated purpose of incarceration correction . In California it is the CDC or California Department of Corrections , not the prison department . A convict is released , put on parole , satisfies the requirements , and is expected to become a normal member of society . But at the same time loses certain right that other citizens have . He / she is in effect no longer a whole citizen , even after having paid satisfied the conditions imposed by the court . So even though his behavior has been corrected he / she is treated as uncorrected . Worse yet , in many cases they can not get certain work , are relegated to the lower levels of society , yet expected to be productive . So what is the purpose of conviction and incarceration ? Some may be career criminals , but as we have seen fr to many times , most are not , but in many cases return to crime as that is what they know best . What we see here is a call for permanent retribution , no matter the crime .",16798
,,1,the bar,"These law schools will say and do almost anything to avoid having to reduce the number of law students, which is really the only solution to this whole mess. As an attorney who's taken and passed some of the hardest bar exams in the nation, I will tell you that bar exams are not that hard. If you can't pass them, then you don't deserve to practice. Law schools need to quit whining about the bar and take a long look in the mirror. Either find better students, take fewer of them, or tank your ranking. Either way, blaming the system is just excuse-making.",0,"These law schools will say and do almost anything to avoid having to reduce the number of law students , which is really the only solution to this whole mess . As an attorney who 's taken and passed some of the hardest bar exams in the nation , I will tell you that bar exams are not that hard . If you ca n't pass them , then you do n't deserve to practice . Law schools need to quit whining about the bar and take a long look in the mirror . Either find better students , take fewer of them , or tank your ranking . Either way , blaming the system is just excuse - making .",16806
x,,,special schools,"I encounter deaf people from time to time in my work. I mistakenly believed that in this day of texting and email, that communicating with them would not be a problem. What I didn't realize is that when ASL is your first language, English is a foreign language. As such, the deaf people I have encountered were not well able to communicate in writing. I'm not saying they couldn't write a 10 page memo; they couldn't answer simple questions in an email. It is inexcusable that non-hearing children are denied sufficient education to be competent in English. In my admittedly limited experience, kids who grow up with cochlear implants and cued speech are more capable of communicating in English. For that alone it is worth it. ASL was quite an advancement at its inception, but it is fast outliving its usefulness and becoming a burden rather than the liberator it was intended to be.",1,"I encounter deaf people from time to time in my work . I mistakenly believed that in this day of texting and email , that communicating with them would not be a problem . What I did n't realize is that when ASL is your first language , English is a foreign language . As such , the deaf people I have encountered were not well able to communicate in writing . I 'm not saying they could n't write a 10 page memo ; they could n't answer simple questions in an email . It is inexcusable that non - hearing children are denied sufficient education to be competent in English . In my admittedly limited experience , kids who grow up with cochlear implants and cued speech are more capable of communicating in English . For that alone it is worth it . ASL was quite an advancement at its inception , but it is fast outliving its usefulness and becoming a burden rather than the liberator it was intended to be .",16859
,,,home schoolers,"Who has the time? When the kids are are of school age, the parents - usually both - have their noses to the grindstone. It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner. Further, as degrading as it may seem, schools provide an important function beyond education - as a day care service permitting both parents to be employed. As to the merits of giving tax breaks for home schooling, the public schools are not just going to disappear and their expenses have to be paid. Home schooling certainly means higher taxes.",0,"Who has the time ? When the kids are are of school age , the parents - usually both - have their noses to the grindstone . It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner . Further , as degrading as it may seem , schools provide an important function beyond education - as a day care service permitting both parents to be employed . As to the merits of giving tax breaks for home schooling , the public schools are not just going to disappear and their expenses have to be paid . Home schooling certainly means higher taxes .",16864
,,,law school,"These law schools will say and do almost anything to avoid having to reduce the number of law students, which is really the only solution to this whole mess. As an attorney who's taken and passed some of the hardest bar exams in the nation, I will tell you that bar exams are not that hard. If you can't pass them, then you don't deserve to practice. Law schools need to quit whining about the bar and take a long look in the mirror. Either find better students, take fewer of them, or tank your ranking. Either way, blaming the system is just excuse-making.",0,"These law schools will say and do almost anything to avoid having to reduce the number of law students , which is really the only solution to this whole mess . As an attorney who 's taken and passed some of the hardest bar exams in the nation , I will tell you that bar exams are not that hard . If you ca n't pass them , then you do n't deserve to practice . Law schools need to quit whining about the bar and take a long look in the mirror . Either find better students , take fewer of them , or tank your ranking . Either way , blaming the system is just excuse - making .",16873
x,,,the status of teachers,"Foote quotes someone who compares TFA volunteers to Army recruits. Even there, in fact, TFA suffers by comparison. Soldiers spend more time in basic training than the few weeks that TFA recruits do, let alone all the additional training specialists get. So what she's saying, effectively, is that the message of TFA is that teaching is less difficult than learning to march, obey orders and fire a gun.",0,"Foote quotes someone who compares TFA volunteers to Army recruits . Even there , in fact , TFA suffers by comparison . Soldiers spend more time in basic training than the few weeks that TFA recruits do , let alone all the additional training specialists get . So what she 's saying , effectively , is that the message of TFA is that teaching is less difficult than learning to march , obey orders and fire a gun .",16889
,,,a tax break,"While we are at it, why not a tax break for people with no children since their (non-existent) kids do not use the public school system, and they still pay taxes to support it? If people choose not to use tax-payer sponsored education for their kids, do the childless taxpayers have to shoulder the burden of educating their children anyway? Would the country be better off with everyone educating their own kids? If I pay less than my fair share of taxes, am I keeping my own money or stealing it from the country? Wouldn't it be better to be worrying about the deficit, the economy and the lack of jobs? Is there any value to thinking through matters properly anymore?",0,"While we are at it , why not a tax break for people with no children since their ( non - existent ) kids do not use the public school system , and they still pay taxes to support it ? If people choose not to use tax - payer sponsored education for their kids , do the childless taxpayers have to shoulder the burden of educating their children anyway ? Would the country be better off with everyone educating their own kids ? If I pay less than my fair share of taxes , am I keeping my own money or stealing it from the country ? Would n't it be better to be worrying about the deficit , the economy and the lack of jobs ? Is there any value to thinking through matters properly anymore ?",16901
,,1,europe,"Thank God the French are doing something concrete to combat the heinous, evil crimes of ISIS. Hit them at home wherever and whenever one can. Pledges of sympathy and condolences, grief and support mean nothing to these terrorists. Hopefully, the rest of the world that has suffered at the hands of these murderers will join in and destroy them once and for all before they flood the world with their barbaric, medieval mindset!",0,"Thank God the French are doing something concrete to combat the heinous , evil crimes of ISIS . Hit them at home wherever and whenever one can . Pledges of sympathy and condolences , grief and support mean nothing to these terrorists . Hopefully , the rest of the world that has suffered at the hands of these murderers will join in and destroy them once and for all before they flood the world with their barbaric , medieval mindset !",16917
,,,dual citizenship,"Dual citizenship can be problem only during a declared war between the two countries. Declared wars (never mind our Constitution) are a thing of the past. Consequently, dual citizenship is not even a minor problem. I do not think we plan to declare war on anyone anytime soon. The last country that declared war on us was the one depicted in the Mouse that Roared (was this the title of a movie decades ago?) and it achieved what it was looking for: kind of Marshall plan financed by us. In other words, the whole issue is a joke.",1,"Dual citizenship can be problem only during a declared war between the two countries . Declared wars ( never mind our Constitution ) are a thing of the past . Consequently , dual citizenship is not even a minor problem . I do not think we plan to declare war on anyone anytime soon . The last country that declared war on us was the one depicted in the Mouse that Roared ( was this the title of a movie decades ago ? ) and it achieved what it was looking for : kind of Marshall plan financed by us . In other words , the whole issue is a joke .",16925
x,,,birthright citizenship,"So, the 14th Amendment to the Constitution is not in the Constitution. So it won't take a Constitutional Amendment to repeal the 14th Amendment. So much for the opinion of a professor from a law school that nobody ever heard of.",0,"So , the 14th Amendment to the Constitution is not in the Constitution . So it wo n't take a Constitutional Amendment to repeal the 14th Amendment . So much for the opinion of a professor from a law school that nobody ever heard of .",16956
,,,kids at home,"How large is the (significant) difference between outcomes for a baby born at home and one born in the hospital? And, is it due to the inclusion in this data of incompetent midwives? I have known several women who gave birth at home, and wished to do so myself, but couldn't because of complications. My experience of birthing in a hospital with a male resident was quite unpleasant. He touched me and examined me without asking my permission. He said my membranes had not broken and I was urinating. Every woman who has experienced membranes breaking knows the difference. A woman/midwife wouldn't have done/said these things this. Childbirth is difficult enough without unempathic male doctors.",1,"How large is the ( significant ) difference between outcomes for a baby born at home and one born in the hospital ? And , is it due to the inclusion in this data of incompetent midwives ? I have known several women who gave birth at home , and wished to do so myself , but could n't because of complications . My experience of birthing in a hospital with a male resident was quite unpleasant . He touched me and examined me without asking my permission . He said my membranes had not broken and I was urinating . Every woman who has experienced membranes breaking knows the difference . A woman / midwife would n't have done / said these things this . Childbirth is difficult enough without unempathic male doctors .",16984
,,,fees,"This mess began more than 30 years ago when the government did away with the usury laws. Since then it's been open season on bank customers. With the rates imposed and fees added you'd think you were dealing with loan sharks. So far the only difference is that nobody drops by your house to break your knee caps if you overdraw your checking account, miss a payment, or move your money to a credit union. We need to reimpose caps above which no money lender or financial institution can impose fees, interest, or any other charges or fines.",0,"This mess began more than 30 years ago when the government did away with the usury laws . Since then it 's been open season on bank customers . With the rates imposed and fees added you 'd think you were dealing with loan sharks . So far the only difference is that nobody drops by your house to break your knee caps if you overdraw your checking account , miss a payment , or move your money to a credit union . We need to reimpose caps above which no money lender or financial institution can impose fees , interest , or any other charges or fines .",17012
,,,public preschool,"I agree with some of the comments about not pushing kids too young to read and write. However, kids benefit from a preschool environment even if it is all play based. New Zealand has a free preschool program, but the kids don't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world. It also benefits those who are in the lower middle class and don't qualify for free programs. This is where we really need to start making a push. So that their kids don't end up in the lower class.",1,"I agree with some of the comments about not pushing kids too young to read and write . However , kids benefit from a preschool environment even if it is all play based . New Zealand has a free preschool program , but the kids do n't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world . It also benefits those who are in the lower middle class and do n't qualify for free programs . This is where we really need to start making a push . So that their kids do n't end up in the lower class .",17029
x,,,a smart investment,"I agree with some of the comments about not pushing kids too young to read and write. However, kids benefit from a preschool environment even if it is all play based. New Zealand has a free preschool program, but the kids don't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world. It also benefits those who are in the lower middle class and don't qualify for free programs. This is where we really need to start making a push. So that their kids don't end up in the lower class.",1,"I agree with some of the comments about not pushing kids too young to read and write . However , kids benefit from a preschool environment even if it is all play based . New Zealand has a free preschool program , but the kids do n't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world . It also benefits those who are in the lower middle class and do n't qualify for free programs . This is where we really need to start making a push . So that their kids do n't end up in the lower class .",17032
x,,,a smart investment,"There is a similar system in the UK. All children aged 3 and upwards are entitled to 15 hours of preschool / nursery per week. This ensures that children are well-socialized and exposed to group environments before they start school, which is at the age of 4 / turning 5 in the UK. Another option for the US would be to just lower the school starting age. In my state, California, the cut-off date for children starting kindergarten is September 1st. As my son's birthday is in October, this means he will be almost 6 years old before he is in any kind of group learning or social environment (unless we decide to put him preschool of course). Why not lower the kindergarten age by a year instead of starting a preschool program? The sooner children learn to deal with a group environment and the joy of learning, the better.",1,"There is a similar system in the UK . All children aged 3 and upwards are entitled to 15 hours of preschool / nursery per week . This ensures that children are well - socialized and exposed to group environments before they start school , which is at the age of 4 / turning 5 in the UK . Another option for the US would be to just lower the school starting age . In my state , California , the cut - off date for children starting kindergarten is September 1st . As my son 's birthday is in October , this means he will be almost 6 years old before he is in any kind of group learning or social environment ( unless we decide to put him preschool of course ) . Why not lower the kindergarten age by a year instead of starting a preschool program ? The sooner children learn to deal with a group environment and the joy of learning , the better .",17048
,,,mideast peace,"Perhaps when the Arabs are ready to recognize their own culpability for their situation and stop blaming Israel, the US and Santa Claus for all their problems we might get a resolution to the conflict. When the land was divided between Arabs and Jews in 1948 it was an Arab army which swept into Israel, not an Israeli army which swept into the neighboring Arab countries. Arab Jews were expelled from Arab countries and Palestinians were expelled from Israel. For too long the Arabs have played an all or nothing game. The only peace they want is one with no Jewish State. Calling the entire area Palestine under Arab rule or using the euphemism of a non-denominational democratic Israel (in the Arab world of Islamic Republics?) the goal is the same: The eradication of the Jewish State. Palestinian leadership is so weak and so vulnerable to violent overthrow that they cannot make the tough choices of trading concessions with Israel. Only when there is strong leadership, one voice for the Palestinians, and widespread Palestinian support for trading concessions with Israel can there be peace.",1,"Perhaps when the Arabs are ready to recognize their own culpability for their situation and stop blaming Israel , the US and Santa Claus for all their problems we might get a resolution to the conflict . When the land was divided between Arabs and Jews in 1948 it was an Arab army which swept into Israel , not an Israeli army which swept into the neighboring Arab countries . Arab Jews were expelled from Arab countries and Palestinians were expelled from Israel . For too long the Arabs have played an all or nothing game . The only peace they want is one with no Jewish State . Calling the entire area Palestine under Arab rule or using the euphemism of a non - denominational democratic Israel ( in the Arab world of Islamic Republics ? ) the goal is the same : The eradication of the Jewish State . Palestinian leadership is so weak and so vulnerable to violent overthrow that they can not make the tough choices of trading concessions with Israel . Only when there is strong leadership , one voice for the Palestinians , and widespread Palestinian support for trading concessions with Israel can there be peace .",17076
x,,,news,"What has been uncovered so far is that there are faceless, nameless people posing as real journalist deciding what stories are important and not important with ZERO oversight from an editorial board or any peer review. Facebook should be taken for what it really is ----- Just a BLOG in the Blogosphere of the Internet. Facebook is only useful for sharing photos of your children or dogs and cats.",0,"What has been uncovered so far is that there are faceless , nameless people posing as real journalist deciding what stories are important and not important with ZERO oversight from an editorial board or any peer review . Facebook should be taken for what it really is ----- Just a BLOG in the Blogosphere of the Internet . Facebook is only useful for sharing photos of your children or dogs and cats .",17081
,,1,public preschool,"There is a similar system in the UK. All children aged 3 and upwards are entitled to 15 hours of preschool / nursery per week. This ensures that children are well-socialized and exposed to group environments before they start school, which is at the age of 4 / turning 5 in the UK. Another option for the US would be to just lower the school starting age. In my state, California, the cut-off date for children starting kindergarten is September 1st. As my son's birthday is in October, this means he will be almost 6 years old before he is in any kind of group learning or social environment (unless we decide to put him preschool of course). Why not lower the kindergarten age by a year instead of starting a preschool program? The sooner children learn to deal with a group environment and the joy of learning, the better.",0,"There is a similar system in the UK . All children aged 3 and upwards are entitled to 15 hours of preschool / nursery per week . This ensures that children are well - socialized and exposed to group environments before they start school , which is at the age of 4 / turning 5 in the UK . Another option for the US would be to just lower the school starting age . In my state , California , the cut - off date for children starting kindergarten is September 1st . As my son 's birthday is in October , this means he will be almost 6 years old before he is in any kind of group learning or social environment ( unless we decide to put him preschool of course ) . Why not lower the kindergarten age by a year instead of starting a preschool program ? The sooner children learn to deal with a group environment and the joy of learning , the better .",17145
,,,a tax break,"Who has the time? When the kids are are of school age, the parents - usually both - have their noses to the grindstone. It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner. Further, as degrading as it may seem, schools provide an important function beyond education - as a day care service permitting both parents to be employed. As to the merits of giving tax breaks for home schooling, the public schools are not just going to disappear and their expenses have to be paid. Home schooling certainly means higher taxes.",0,"Who has the time ? When the kids are are of school age , the parents - usually both - have their noses to the grindstone . It takes a lot of determination and endurance to sit Junior down for two hours of lessons right after dinner . Further , as degrading as it may seem , schools provide an important function beyond education - as a day care service permitting both parents to be employed . As to the merits of giving tax breaks for home schooling , the public schools are not just going to disappear and their expenses have to be paid . Home schooling certainly means higher taxes .",17198
,,,dual citizenship,"I am a dual citizen and not sure it is a good idea but I think nationalism is a bad idea. Maybe we should all be multinational like our Oligarch CEOs? We have a Facebook billionaire who renounced his citizenship to avoid minimal taxes. We now have a failed candidate for the Republican party deciding a Swiss citizenship is better than one. In Ethnic America I belong to a small group that can have more than dual citizenship: how do you all feel about that? I swore an oath out of choice to be an American: I was merely born British. I think any American who chooses to be Swiss has a lot of explaining to do. We British do not think we are the best of the best but Michelle used to say America was the best nation, now she is not so sure?",0,"I am a dual citizen and not sure it is a good idea but I think nationalism is a bad idea . Maybe we should all be multinational like our Oligarch CEOs ? We have a Facebook billionaire who renounced his citizenship to avoid minimal taxes . We now have a failed candidate for the Republican party deciding a Swiss citizenship is better than one . In Ethnic America I belong to a small group that can have more than dual citizenship : how do you all feel about that ? I swore an oath out of choice to be an American : I was merely born British . I think any American who chooses to be Swiss has a lot of explaining to do . We British do not think we are the best of the best but Michelle used to say America was the best nation , now she is not so sure ?",17206
,,,vaccination,"Why should other people's children be put at risk for someones religious beliefs? What gives them the right to to refuse such. Why is religion allowed to negate public safety? Why do we allow religious beliefs primacy over scientific facts, and knowledge?",1,"Why should other people 's children be put at risk for someones religious beliefs ? What gives them the right to to refuse such . Why is religion allowed to negate public safety ? Why do we allow religious beliefs primacy over scientific facts , and knowledge ?",17218
x,,,unpaid intenship,It's terrifying. I know a lady who just got her degree in marketing at 42 years old and she wants to get into the field. But another employee mentioned that she has no experience and has no way to get a job. So what is the point of even educating oneself if employers require someone strait out of school to have to have relevant experience that they weren't qualified to obtain before they got their degree. It's like the catch-22 from hell.,0,It 's terrifying . I know a lady who just got her degree in marketing at 42 years old and she wants to get into the field . But another employee mentioned that she has no experience and has no way to get a job . So what is the point of even educating oneself if employers require someone strait out of school to have to have relevant experience that they were n't qualified to obtain before they got their degree . It 's like the catch-22 from hell .,17251
,,,farms,"Totally agree with this view, but I have not heard any comments pertaining the posture of Big Farming and their supporters. Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business.",1,"Totally agree with this view , but I have not heard any comments pertaining the posture of Big Farming and their supporters . Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business .",17277
,,0,home schoolers,"That's hooey. If parents who home school their children are entitled to a tax credit, then what about childless taxpayers who have to pay for public schools? Why shouldn't they receive a refund of the part of property taxes which goes toward local public schools, since they have neither contributed to the costs of operating those schools or derived benefits from them? Both private and home schooling are voluntary, and hence it is a choice that parents make to eschew the public school paid for by their taxes. Taxpayers shouldn't have to pay the additional amount for their decisions. If so, then childless taxpayers are entitled to similar benefits.",1,"That 's hooey . If parents who home school their children are entitled to a tax credit , then what about childless taxpayers who have to pay for public schools ? Why should n't they receive a refund of the part of property taxes which goes toward local public schools , since they have neither contributed to the costs of operating those schools or derived benefits from them ? Both private and home schooling are voluntary , and hence it is a choice that parents make to eschew the public school paid for by their taxes . Taxpayers should n't have to pay the additional amount for their decisions . If so , then childless taxpayers are entitled to similar benefits .",17298
,,,sports program in undergraduate schools,"The money spent on intercollegiate athletics could be better spent. How much of college fees go directly to athletics in which a small percentage of students participate? My daughter has a PhD and teaches at a state university with great athletics. She makes less than $45,000 a year although instructors have gone through an arbitration process. The school refuses to go along with the decision reached (for five years - wages frozen). With so many colleges not hiring, she considers herself lucky to have a job. And yet, the athletic department is not sharing the pain. It is time to recommit to the purpose of higher education. I am assuming here that it is not to teach football. If it is, then they should be paying tuition not getting athletic scholarships.",0,"The money spent on intercollegiate athletics could be better spent . How much of college fees go directly to athletics in which a small percentage of students participate ? My daughter has a PhD and teaches at a state university with great athletics . She makes less than $ 45,000 a year although instructors have gone through an arbitration process . The school refuses to go along with the decision reached ( for five years - wages frozen ) . With so many colleges not hiring , she considers herself lucky to have a job . And yet , the athletic department is not sharing the pain . It is time to recommit to the purpose of higher education . I am assuming here that it is not to teach football . If it is , then they should be paying tuition not getting athletic scholarships .",17323
,,,immigration,"Really? Maybe 10 years ago that was the prevailing sentiment. But since the illegal immigrants' protests and activism, and the trivialization and demonization of people who criticize the illegal nature of their status and actions, and being called racist or worse, I and many people I know are less supportive of these policies. For criminals to demand rights, and to totally ignore their illegal status starts to show that there is now a sense of entitlement, when there is no basis for one. The situation is better solved by deportation.",0,"Really ? Maybe 10 years ago that was the prevailing sentiment . But since the illegal immigrants ' protests and activism , and the trivialization and demonization of people who criticize the illegal nature of their status and actions , and being called racist or worse , I and many people I know are less supportive of these policies . For criminals to demand rights , and to totally ignore their illegal status starts to show that there is now a sense of entitlement , when there is no basis for one . The situation is better solved by deportation .",17367
,,,electric cars,"I have a diesel car, a VW Jetta Sportwagon, that I average 30 mph in the city and 44 - 50 mph on highway trips. Diesel cars are 50% of the cars on the road in Europe. They ARE available in the U.S. But the reason that the electric car is not likely to go anywhere in the next decade or two in this country will be the same reason that Americans do not have 50% of their cars using clean diesel. The SMART car has been in Canada for sometime, but in Canada it runs on a 3 cylinder diesel and gets over twice the mileage I get. But why isn't the diesel version of the Smart car in the U.S.? The clean diesel Smart cars of Canada and my VW Jetta both meet California emission standards. When the U.S. government can explain to the American public why we are so far behind Europe technologically, then perhaps we will move to fuel efficient vehicles. Electric cars in the U.S.A. will have the same fate as 8 track tapes and Sony Beta. Go figure..",1,"I have a diesel car , a VW Jetta Sportwagon , that I average 30 mph in the city and 44 - 50 mph on highway trips . Diesel cars are 50 % of the cars on the road in Europe . They ARE available in the U.S. But the reason that the electric car is not likely to go anywhere in the next decade or two in this country will be the same reason that Americans do not have 50 % of their cars using clean diesel . The SMART car has been in Canada for sometime , but in Canada it runs on a 3 cylinder diesel and gets over twice the mileage I get . But why is n't the diesel version of the Smart car in the U.S. ? The clean diesel Smart cars of Canada and my VW Jetta both meet California emission standards . When the U.S. government can explain to the American public why we are so far behind Europe technologically , then perhaps we will move to fuel efficient vehicles . Electric cars in the U.S.A. will have the same fate as 8 track tapes and Sony Beta . Go figure ..",17377
x,,,national security,Republicans are all about the free market. They weren't worried about national security when they were willing to let the auto industry go under. If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies. Let the free market deal with it.,0,Republicans are all about the free market . They were n't worried about national security when they were willing to let the auto industry go under . If they want to cut programs to fix the deficit they should lead by example and cut these farm subsidies . Let the free market deal with it .,17447
