topic,argument,label,tokenized_argument,new_id
iran,"'The nuclear deal also opens unprecedented communication channels between Iran and the United States that may prevent future crises, just as we witnessed with the recent prisoner swap and Tehran's speedy release of detained American sailors.' Thank you. I needed a quick laugh. Our sailors were captured prior to sanctions being lifted, and were not returned until the sanctions were almost lifted, and a 1.7 billion dollar jizya, Islamic tax, was paid for our hostages. Again. Thee was no ""speedy diplomacy,"" or really any kind of rapprochement. The Iranian regime, unlike the Arab Spring, has not moved an iota since 1979. Except that in 10 years, they will have a bomb to fit onto their ICBMs. That will certainly be new. But the answer to this ""debate"" is: ""Are your children, grandchildren, sleeping in Tel Aviv tonight?"" if not, the Iranians look less threatening today. If yes, then you see the truth very clearly.",0,"' The nuclear deal also opens unprecedented communication channels between Iran and the United States that may prevent future crises , just as we witnessed with the recent prisoner swap and Tehran 's speedy release of detained American sailors . ' Thank you . I needed a quick laugh . Our sailors were captured prior to sanctions being lifted , and were not returned until the sanctions were almost lifted , and a 1.7 billion dollar jizya , Islamic tax , was paid for our hostages . Again . Thee was no "" speedy diplomacy , "" or really any kind of rapprochement . The Iranian regime , unlike the Arab Spring , has not moved an iota since 1979 . Except that in 10 years , they will have a bomb to fit onto their ICBMs . That will certainly be new . But the answer to this "" debate "" is : "" Are your children , grandchildren , sleeping in Tel Aviv tonight ? "" if not , the Iranians look less threatening today . If yes , then you see the truth very clearly .",2280
fees,"I find it interesting that every single one of the comments on Ms. Nessa's essay disagrees with her party-line justification for high bank fees, and sometimes quite strongly. Studies have shown that every time someone picks up a pen to complain to a Congressman or someone in authority, it represents four hundred people who feel the same but haven't made the effort. If Nessa is reading these responses to her, she would do well to take them to heart and mention it in the next board meeting.",0,"I find it interesting that every single one of the comments on Ms. Nessa 's essay disagrees with her party - line justification for high bank fees , and sometimes quite strongly . Studies have shown that every time someone picks up a pen to complain to a Congressman or someone in authority , it represents four hundred people who feel the same but have n't made the effort . If Nessa is reading these responses to her , she would do well to take them to heart and mention it in the next board meeting .",2260
a gateway drug,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka, Scotch and gin. I find it ludicrous that we are having this discussion in the 21st century...did we fall into a time warp and end up back in the 1930s?",0,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka , Scotch and gin . I find it ludicrous that we are having this discussion in the 21st century ... did we fall into a time warp and end up back in the 1930s ?",2258
marijuana,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka, Scotch and gin. I find it ludicrous that we are having this discussion in the 21st century...did we fall into a time warp and end up back in the 1930s?",1,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka , Scotch and gin . I find it ludicrous that we are having this discussion in the 21st century ... did we fall into a time warp and end up back in the 1930s ?",2244
prostituion,"Legalizing prostitution and cracking down on trafficking are not mutually exclusive. The increased traffic in Amsterdam comes from the fact that it is just one such city and attracts men from all over. If prostitution was legal in every country in Europe this would not happen. Does prostitution dehumanize women? Absolutely. But until we get rid of it, legalization does, in theory, offer protections that doesn't currently exist.",1,"Legalizing prostitution and cracking down on trafficking are not mutually exclusive . The increased traffic in Amsterdam comes from the fact that it is just one such city and attracts men from all over . If prostitution was legal in every country in Europe this would not happen . Does prostitution dehumanize women ? Absolutely . But until we get rid of it , legalization does , in theory , offer protections that does n't currently exist .",2104
mandatory in college,"When I was in high school I had to study Latin for two years and I had to study a modern language. I chose German. Later in college I continued my studies in German and took up Russian. As an older adult I took courses in Modern Irish and Old Irish. Now, as a septuagenarian, I am studying Brazilian Portuguese. Why? because learning another language gives you the ability to understand how other people on the planet think. Yes, Cassandra, you need to learn how to think but you also need to understand how other peoples think in order to be a citizen of this world.",1,"When I was in high school I had to study Latin for two years and I had to study a modern language . I chose German . Later in college I continued my studies in German and took up Russian . As an older adult I took courses in Modern Irish and Old Irish . Now , as a septuagenarian , I am studying Brazilian Portuguese . Why ? because learning another language gives you the ability to understand how other people on the planet think . Yes , Cassandra , you need to learn how to think but you also need to understand how other peoples think in order to be a citizen of this world .",2010
foreign language classes,"When I was in high school I had to study Latin for two years and I had to study a modern language. I chose German. Later in college I continued my studies in German and took up Russian. As an older adult I took courses in Modern Irish and Old Irish. Now, as a septuagenarian, I am studying Brazilian Portuguese. Why? because learning another language gives you the ability to understand how other people on the planet think. Yes, Cassandra, you need to learn how to think but you also need to understand how other peoples think in order to be a citizen of this world.",1,"When I was in high school I had to study Latin for two years and I had to study a modern language . I chose German . Later in college I continued my studies in German and took up Russian . As an older adult I took courses in Modern Irish and Old Irish . Now , as a septuagenarian , I am studying Brazilian Portuguese . Why ? because learning another language gives you the ability to understand how other people on the planet think . Yes , Cassandra , you need to learn how to think but you also need to understand how other peoples think in order to be a citizen of this world .",1992
a tax break,The reason that we should not give home-schoolers a tax break is simply that the education of our youth is the civic responsibility of the entire adult population. Period. If some people choose not to use the publicly funded system then they are free to do so but that does not exempt them from contributing to the freely available public system.,0,The reason that we should not give home - schoolers a tax break is simply that the education of our youth is the civic responsibility of the entire adult population . Period . If some people choose not to use the publicly funded system then they are free to do so but that does not exempt them from contributing to the freely available public system .,1988
home schoolers,The reason that we should not give home-schoolers a tax break is simply that the education of our youth is the civic responsibility of the entire adult population. Period. If some people choose not to use the publicly funded system then they are free to do so but that does not exempt them from contributing to the freely available public system.,0,The reason that we should not give home - schoolers a tax break is simply that the education of our youth is the civic responsibility of the entire adult population . Period . If some people choose not to use the publicly funded system then they are free to do so but that does not exempt them from contributing to the freely available public system .,1978
a palestinian state,"For Mr. Barghouti, the history of Israel started in 1948. Jews have been living in the area for 3900 years. The Arab/Muslims invaded and occupied Israel about 1300 years ago. During that time the Arab/ Muslims murdered and generally abused the Jewish population. After 1300 years of abuse, why does Israel have to compromise and give up land?",0,"For Mr. Barghouti , the history of Israel started in 1948 . Jews have been living in the area for 3900 years . The Arab / Muslims invaded and occupied Israel about 1300 years ago . During that time the Arab/ Muslims murdered and generally abused the Jewish population . After 1300 years of abuse , why does Israel have to compromise and give up land ?",1973
immigration,We have a woman sitting in federal prison because she refused to abide by the disputed 5-4 ruling of the supreme court. Meanwhile we have entire sanctuary cities in brazen and unrepentant violation of federal immigration laws who suffer zero consequences. Instead they are cheered on by leftist for repudiating and nullifying the federal immigration laws in their communities.,0,We have a woman sitting in federal prison because she refused to abide by the disputed 5 - 4 ruling of the supreme court . Meanwhile we have entire sanctuary cities in brazen and unrepentant violation of federal immigration laws who suffer zero consequences . Instead they are cheered on by leftist for repudiating and nullifying the federal immigration laws in their communities .,1937
veganism,"Mike Tyson ate meat when he was the most feared boxer in the world. He only became a vegan long after his boxing days are over, so he hardly counts as an elite vegan athlete. Similarly, Lance Armstrong didn't win all those Tour victories as a vegan. I'd be interested to know when the other athletes Rip mentioned became vegans. I'd bet it was long after they had become champions. In any case, for every vegan elite athlete Rip names, I can name a couple hundred omnivorous ones. So despite these examples, it is entirely possible -- and likely -- that any vegan athlete who reaches elite levels is a fluke and became a champion IN SPITE OF his/her nutritionally deficient vegan diet, and NOT because of it. You can go up a hill by walking on your hands. Doesn't mean it's the best or most efficient way to do it, or even that this is a possibility for most people.",0,"Mike Tyson ate meat when he was the most feared boxer in the world . He only became a vegan long after his boxing days are over , so he hardly counts as an elite vegan athlete . Similarly , Lance Armstrong did n't win all those Tour victories as a vegan . I 'd be interested to know when the other athletes Rip mentioned became vegans . I 'd bet it was long after they had become champions . In any case , for every vegan elite athlete Rip names , I can name a couple hundred omnivorous ones . So despite these examples , it is entirely possible -- and likely -- that any vegan athlete who reaches elite levels is a fluke and became a champion IN SPITE OF his / her nutritionally deficient vegan diet , and NOT because of it . You can go up a hill by walking on your hands . Does n't mean it 's the best or most efficient way to do it , or even that this is a possibility for most people .",1933
kids,"""Everyone is entitled to his own opinion, but not his own facts."" ---- Daniel Patrick Moynihan All schools should attempt to teach students facts. Give the students, as they mature, the ability to reach their own opinions based upon those facts.",1,""" Everyone is entitled to his own opinion , but not his own facts . "" ---- Daniel Patrick Moynihan All schools should attempt to teach students facts . Give the students , as they mature , the ability to reach their own opinions based upon those facts .",1894
tipping,Service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences. On my part even when the service is less than stellar I tip generously regardless. Serving the general public is a very hard job and deserves consideration especially if one can afford the extra.,1,Service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences . On my part even when the service is less than stellar I tip generously regardless . Serving the general public is a very hard job and deserves consideration especially if one can afford the extra .,1863
in-state students,YES! They always have and always will ... until our government restricts the practice. I was told by a CA University professor they wanted out of state and foreign students because they paid more ... and that was 1978. DJM,1,YES ! They always have and always will ... until our government restricts the practice . I was told by a CA University professor they wanted out of state and foreign students because they paid more ... and that was 1978 . DJM,1829
overcrowding,"There is another way that our population growth will be our undoing: There are not enough meaningful jobs on the planet for the number of people who are already on it. With our efficiencies in production, and the limits to natural resources, this problem will get worse over time. We do have a population problem, a serious one, but it is more than just numbers and how to feed them. We can make it so large numbers of people do not die, but that doesn't mean this planet can be manipulated so that those same large number of people can truly live.",0,"There is another way that our population growth will be our undoing : There are not enough meaningful jobs on the planet for the number of people who are already on it . With our efficiencies in production , and the limits to natural resources , this problem will get worse over time . We do have a population problem , a serious one , but it is more than just numbers and how to feed them . We can make it so large numbers of people do not die , but that does n't mean this planet can be manipulated so that those same large number of people can truly live .",1797
kids at home,"This is a wonderful article. I have had 3 births, the first 2 were in the hospital, and my 3rd was at home. I had awful experiences in the hospital with feeling like my freedom was taken away. I felt like I was shackled to the bed from the moment I walked in. My home birth was by far the best decision I have ever made. The experience is almost indescribable. Don't get me wrong, my first 2 births are special to me only because it was the moment my beautiful children came into this world. I just wish I knew then what I know now. With my home birth, I had an absolutely wonderful midwife who monitored me, but also aloud me to have control and let my body do what it was meant to do: give birth. Pregnancy is not a sickness, and I refuse to allow it to be treated as such.",1,"This is a wonderful article . I have had 3 births , the first 2 were in the hospital , and my 3rd was at home . I had awful experiences in the hospital with feeling like my freedom was taken away . I felt like I was shackled to the bed from the moment I walked in . My home birth was by far the best decision I have ever made . The experience is almost indescribable . Do n't get me wrong , my first 2 births are special to me only because it was the moment my beautiful children came into this world . I just wish I knew then what I know now . With my home birth , I had an absolutely wonderful midwife who monitored me , but also aloud me to have control and let my body do what it was meant to do : give birth . Pregnancy is not a sickness , and I refuse to allow it to be treated as such .",1719
overcrowding,"1. Bangladesh / Rohinga --population unsustainable = boat people. 2. Middle East- desert cannot feed the excess children = genocidal wars to reduce population. 3. WW1 & WW2 - Europe could not provide enough jobs for its blossoming population = 100 million killed. 4. Mao's grreat leap forward ? 100 million slaughtered = one child policy -> working 5. Catholics overbreeding Protestants = Northern Ireland's' troubles'. 6. Palestinian Arabs deliberate demographic overbreeding = continued war with Israel. 7. Young Muslim males without brides = rape ,torture,conquest Boko Harem, ISIS. ....solution BIRTH CONTROL or war -take your pick.",0,"1 . Bangladesh / Rohinga --population unsustainable = boat people . 2 . Middle East- desert can not feed the excess children = genocidal wars to reduce population . 3 . WW1 & WW2 - Europe could not provide enough jobs for its blossoming population = 100 million killed . 4 . Mao 's grreat leap forward ? 100 million slaughtered = one child policy - > working 5 . Catholics overbreeding Protestants = Northern Ireland 's ' troubles ' . 6 . Palestinian Arabs deliberate demographic overbreeding = continued war with Israel . 7 . Young Muslim males without brides = rape , torture , conquest Boko Harem , ISIS . .... solution BIRTH CONTROL or war -take your pick .",1651
drilling,"""Atlantic offshore exploration and development could add $23.5 billion to the U.S. economy, create 280,000 jobs, generate $51 billion in state and federal revenue and produce an additional 1.3 million barrels of oil equivalent per day."" And how many tons per day of carbon dioxide into the atmosphere? Just a thought. Just another thought: How about we leave something in the ground as a legacy for our great great grandchildren and in the meantime, tighten our belts and initiate other ways of doing what we need to do? Larry Lundgren has an excellent suggestion below, and there are many more. Let's think about emerging out of the Age of Petroleum into what must come next if we are to survive on this planet.",0,""" Atlantic offshore exploration and development could add $ 23.5 billion to the U.S. economy , create 280,000 jobs , generate $ 51 billion in state and federal revenue and produce an additional 1.3 million barrels of oil equivalent per day . "" And how many tons per day of carbon dioxide into the atmosphere ? Just a thought . Just another thought : How about we leave something in the ground as a legacy for our great great grandchildren and in the meantime , tighten our belts and initiate other ways of doing what we need to do ? Larry Lundgren has an excellent suggestion below , and there are many more . Let 's think about emerging out of the Age of Petroleum into what must come next if we are to survive on this planet .",1573
miss america,"Human males have strong instincts to select mates with good physical attributes. Women therefore seek to compete. The same phenomenon can be observed in insects, birds, and other mammals. Displays of fitness vary, and in some it is the females rather than the males that make the displays. So -- what is wrong with it? The process is comfortably Darwinian and it has contributed to our success as a species. I don't see why political correctness should be allowed to get in the way of that -- not that, in reality, you could argue men out of their attraction to beautiful women anyway.",1,"Human males have strong instincts to select mates with good physical attributes . Women therefore seek to compete . The same phenomenon can be observed in insects , birds , and other mammals . Displays of fitness vary , and in some it is the females rather than the males that make the displays . So -- what is wrong with it ? The process is comfortably Darwinian and it has contributed to our success as a species . I do n't see why political correctness should be allowed to get in the way of that -- not that , in reality , you could argue men out of their attraction to beautiful women anyway .",1542
israel,"Israel is such a dishonest broker that this debate is unnecessary. Never mind the crimes against innocent people, never mind the broken promises; how about the atomic bomb they have hidden in plain site. I would agree to disarm Iran if we did the same with Israel. Unfortunately the Jewish lobby in this country spends copious amounts of money to gain political advantage for this rogue country. If they attack Iran, they should reap the whirlwind.",0,"Israel is such a dishonest broker that this debate is unnecessary . Never mind the crimes against innocent people , never mind the broken promises ; how about the atomic bomb they have hidden in plain site . I would agree to disarm Iran if we did the same with Israel . Unfortunately the Jewish lobby in this country spends copious amounts of money to gain political advantage for this rogue country . If they attack Iran , they should reap the whirlwind .",1533
veganism,"Veganism is for everyone. The age or body type of a person does not change the fact that all people need vitamins,proteins, and carbohydrates, which can all be obtained from plant sources. Nowadays, almost any grocery store offers vegan choices. There are also separate vitamin supplements available if needed, but most foods can be found with omega-3s, calcium, and zinc already added to them. Juices, along with meat and egg replacements are all healthy, vitamin-rich, vegan options. Helping the environment and gaining health benefits, such as a longer life span and a lower chance of heart disease come from becoming vegan. This article has been widely disputed below from lack of proof and false statements, and for a good reason. The author really should have done more research on the topic.",1,"Veganism is for everyone . The age or body type of a person does not change the fact that all people need vitamins , proteins , and carbohydrates , which can all be obtained from plant sources . Nowadays , almost any grocery store offers vegan choices . There are also separate vitamin supplements available if needed , but most foods can be found with omega-3s , calcium , and zinc already added to them . Juices , along with meat and egg replacements are all healthy , vitamin - rich , vegan options . Helping the environment and gaining health benefits , such as a longer life span and a lower chance of heart disease come from becoming vegan . This article has been widely disputed below from lack of proof and false statements , and for a good reason . The author really should have done more research on the topic .",1514
big banks,"It should be clear by now that, given enough slack in their leash, the banks will take the path of highest leverage without concern for risk. Look at how they all copied Countrywide Financial so they could get a larger share of feed at the trough. Of course this will always end with the US taxpayer baling them out and financing hideously large bonuses to those that risked everyone else's money and lost. We desperately need the Glass Steagall wall between deposits and investments. It would also be a big help if we implement a method to lower income inequality so that unsustainable amounts of personal debt are required to prop up our economy. Remember when Chairman Greenspan testified on TV in a Senate hearing and urged existing homeowners to tap into their equity? The rapid rise in personal debt in the form of credit card debt, mortgages and student loans is feeding these to-big-to fail financial behemoths that throw their weight around Washington.",0,"It should be clear by now that , given enough slack in their leash , the banks will take the path of highest leverage without concern for risk . Look at how they all copied Countrywide Financial so they could get a larger share of feed at the trough . Of course this will always end with the US taxpayer baling them out and financing hideously large bonuses to those that risked everyone else 's money and lost . We desperately need the Glass Steagall wall between deposits and investments . It would also be a big help if we implement a method to lower income inequality so that unsustainable amounts of personal debt are required to prop up our economy . Remember when Chairman Greenspan testified on TV in a Senate hearing and urged existing homeowners to tap into their equity ? The rapid rise in personal debt in the form of credit card debt , mortgages and student loans is feeding these to - big - to fail financial behemoths that throw their weight around Washington .",1496
same-sex colleges,"The author's last sentence actually magpies a strong case for women's colleges. CoEd colleges are not generally ""...gender-integrated places, where no one is excluded and both sexes learn how to respect, collaborate with and lead each other through shared experience."" This is a nice fantasy but it is not reality. I was fortunate to go to an women's college in a curriculum where male students had to come to our turf. So I had the best of both worlds - the opportunity to study with men but in an environment where women's opinions and observations were honored because it was a women's college. PS. Having just finished ""I am Charlotte Simmons"" by Tom Wolfe, I think we have made the mistake of thinking that age is the equivalent of the emotional maturity necessary to live together and study together in a mutually beneficial way. If anything, we should have more segregation of the sexes through the college years - not less.",1,"The author 's last sentence actually magpies a strong case for women 's colleges . CoEd colleges are not generally "" ... gender - integrated places , where no one is excluded and both sexes learn how to respect , collaborate with and lead each other through shared experience . "" This is a nice fantasy but it is not reality . I was fortunate to go to an women 's college in a curriculum where male students had to come to our turf . So I had the best of both worlds - the opportunity to study with men but in an environment where women 's opinions and observations were honored because it was a women 's college . PS . Having just finished "" I am Charlotte Simmons "" by Tom Wolfe , I think we have made the mistake of thinking that age is the equivalent of the emotional maturity necessary to live together and study together in a mutually beneficial way . If anything , we should have more segregation of the sexes through the college years - not less .",1494
extreme parenting,"no extreme parenting does not work. Balance is the key. Whatever style a parent engages in with his/her child, a balanced point of view is preferred. I believe the most important variable is to teach children that they can make decisions. When they are young they learn to make choices, albeit small choices, and as they get older the choices become more significant and important. i think the type of parenting described in the book is extreme and not the best path for parents to follow",0,"no extreme parenting does not work . Balance is the key . Whatever style a parent engages in with his / her child , a balanced point of view is preferred . I believe the most important variable is to teach children that they can make decisions . When they are young they learn to make choices , albeit small choices , and as they get older the choices become more significant and important . i think the type of parenting described in the book is extreme and not the best path for parents to follow",1432
the u.s.,It is so recent that we cant even call it history. Hasn't the west already learnt from the removal of Saddam Hussein and Muammar Gaddafi from Iraq and Libya respectively and what it has done to those countries? The USA is responsible for the creation of ISIS in a passive way as it is also friends with Saudi Arabia. The removal of Assad govt will lead to a stronger ISIS and a bigger problem in middle east. The removal of the Assad govt is being sought mainly because of Israel while it bombs the hell out of Gaza killing thousands of people. Working with the Assad govt is a smart thing to do. Don't fix it if it ain't broke.,0,It is so recent that we ca nt even call it history . Has n't the west already learnt from the removal of Saddam Hussein and Muammar Gaddafi from Iraq and Libya respectively and what it has done to those countries ? The USA is responsible for the creation of ISIS in a passive way as it is also friends with Saudi Arabia . The removal of Assad govt will lead to a stronger ISIS and a bigger problem in middle east . The removal of the Assad govt is being sought mainly because of Israel while it bombs the hell out of Gaza killing thousands of people . Working with the Assad govt is a smart thing to do . Do n't fix it if it ai n't broke .,1393
a tax break,That's right! homeschooling parents should get a break on taxes they pay that go towards education. Homeowners who don't have fires should get a break on taxes they pay towards fire departments. Healthy people should get a break on taxes that go towards health care. Creationists should get a break on taxes that go towards scientific research. Taxes should be like a sushi bar: you just select the ones you think you should be paying a la carte on a handy menu.,0,That 's right ! homeschooling parents should get a break on taxes they pay that go towards education . Homeowners who do n't have fires should get a break on taxes they pay towards fire departments . Healthy people should get a break on taxes that go towards health care . Creationists should get a break on taxes that go towards scientific research . Taxes should be like a sushi bar : you just select the ones you think you should be paying a la carte on a handy menu .,1362
overcrowding,"Also, and usually not acknowledged, is that we are slowly eroding the fertility of the soil. There is no more usable soil, we are farming everything that can be farmed. Current methods depend on petrochemical fertilizers. Even with their use, fertility is slowly declining. As human population continues to grow, the result is obvious.",0,"Also , and usually not acknowledged , is that we are slowly eroding the fertility of the soil . There is no more usable soil , we are farming everything that can be farmed . Current methods depend on petrochemical fertilizers . Even with their use , fertility is slowly declining . As human population continues to grow , the result is obvious .",1359
reparations,"If an individual or a group is managing their affairs poorly, chances are, it has nothing to do with the way their forebears were treated 150 years ago and beyond. I would suggest that they look in the mirror and recite a little Shakespeare: ""to thine own self be true"".",0,"If an individual or a group is managing their affairs poorly , chances are , it has nothing to do with the way their forebears were treated 150 years ago and beyond . I would suggest that they look in the mirror and recite a little Shakespeare : "" to thine own self be true "" .",1355
affirmative action,"It's encouraging to read about these programs. And it's especially good to hear that along with low-income students, financial aid and other support is being given to first-generation college students. It's impossible to exaggerate the difficulties many students from these backgrounds face.",1,"It 's encouraging to read about these programs . And it 's especially good to hear that along with low - income students , financial aid and other support is being given to first - generation college students . It 's impossible to exaggerate the difficulties many students from these backgrounds face .",1326
cherry-picking students,"YES. The other way some of them cherry pick is through their faux lotteries. At Success, the first round of the lottery uses a computer algorithm to choose kids; when those families decline or are found ineligible, Success doesn't have to blindly choose anymore - they can go into the 'wait list' pool and select the kids they think will have the fewest academic, behavioral, language, or special needs issues.",0,"YES . The other way some of them cherry pick is through their faux lotteries . At Success , the first round of the lottery uses a computer algorithm to choose kids ; when those families decline or are found ineligible , Success does n't have to blindly choose anymore - they can go into the ' wait list ' pool and select the kids they think will have the fewest academic , behavioral , language , or special needs issues .",1312
a useful excercise for college students,"""Are research papers a waste of time?"" Absolutely not! The internet may give students and scholars easy access to sources, but many of these sources are flawed or unreliable in some way. Now more than ever, students need to know how to sift through information to find reliable sources and well-constructed arguments. Writing a research paper is still the best way to do this. Select a paper topic that you find interesting or important. Read and evaluate 10-15 reputable sources related to your topic, and then build an argument that engages with and contributes to this existing research. This might not be the most exciting assignment in the world (depends on the topic, I suppose) but it teaches skills that every college graduate should have. Really, every high school graduate ought to have this training as well. But let's not ask for the moon!",1,""" Are research papers a waste of time ? "" Absolutely not ! The internet may give students and scholars easy access to sources , but many of these sources are flawed or unreliable in some way . Now more than ever , students need to know how to sift through information to find reliable sources and well - constructed arguments . Writing a research paper is still the best way to do this . Select a paper topic that you find interesting or important . Read and evaluate 10 - 15 reputable sources related to your topic , and then build an argument that engages with and contributes to this existing research . This might not be the most exciting assignment in the world ( depends on the topic , I suppose ) but it teaches skills that every college graduate should have . Really , every high school graduate ought to have this training as well . But let 's not ask for the moon !",1295
israel,"Sorry to brake the news but the US looks nowadays like an inflated old, very yucky USSR. Killing and maiming across the world and the seven seas, arming Israel to the teeth and disregarding the most basic human rights anywhere in the world, even in the US where people (mostly men) get shot left and right every day.",0,"Sorry to brake the news but the US looks nowadays like an inflated old , very yucky USSR . Killing and maiming across the world and the seven seas , arming Israel to the teeth and disregarding the most basic human rights anywhere in the world , even in the US where people ( mostly men ) get shot left and right every day .",1191
rich politicans,Just because a politician never gets charged with a crime doesn't mean that he or she hasn't committed one. We are all aware of the fact that congress does not like to police its own and ethics committee hearings are often a joke. Nevertheless a wealthy politician has the same weaknesses of the flesh as the guy of more modest means he can just afford to hire better attorneys and public relations people.,0,Just because a politician never gets charged with a crime does n't mean that he or she has n't committed one . We are all aware of the fact that congress does not like to police its own and ethics committee hearings are often a joke . Nevertheless a wealthy politician has the same weaknesses of the flesh as the guy of more modest means he can just afford to hire better attorneys and public relations people .,1166
noncompete deals,"It is absolutely venal and unsupportable for companies to think they have the right to suppress employees' future career options. Don't want sales employees to 'poach' clients? Keep the employees happy through good treatment and keep clients happy through relationships that go beyond the single sales person. I'd be willing to bet that every manager now trying to institute non-competes got to their current position by competing effectively up the ladder. Isn't honest competition the American way? Why should labor markets be allowed to dodge what all other markets are required to promote- competition? Just do your corporate job right, that's how you earn corporate success, not by limiting the career paths of employees after they leave you. The only legitimate use of these limitations would be in the area of trade secrets.",0,"It is absolutely venal and unsupportable for companies to think they have the right to suppress employees ' future career options . Do n't want sales employees to ' poach ' clients ? Keep the employees happy through good treatment and keep clients happy through relationships that go beyond the single sales person . I 'd be willing to bet that every manager now trying to institute non - competes got to their current position by competing effectively up the ladder . Is n't honest competition the American way ? Why should labor markets be allowed to dodge what all other markets are required to promote- competition ? Just do your corporate job right , that 's how you earn corporate success , not by limiting the career paths of employees after they leave you . The only legitimate use of these limitations would be in the area of trade secrets .",1095
the atlantic coast,"""Atlantic offshore exploration and development could add $23.5 billion to the U.S. economy, create 280,000 jobs, generate $51 billion in state and federal revenue and produce an additional 1.3 million barrels of oil equivalent per day."" And how many tons per day of carbon dioxide into the atmosphere? Just a thought. Just another thought: How about we leave something in the ground as a legacy for our great great grandchildren and in the meantime, tighten our belts and initiate other ways of doing what we need to do? Larry Lundgren has an excellent suggestion below, and there are many more. Let's think about emerging out of the Age of Petroleum into what must come next if we are to survive on this planet.",1,""" Atlantic offshore exploration and development could add $ 23.5 billion to the U.S. economy , create 280,000 jobs , generate $ 51 billion in state and federal revenue and produce an additional 1.3 million barrels of oil equivalent per day . "" And how many tons per day of carbon dioxide into the atmosphere ? Just a thought . Just another thought : How about we leave something in the ground as a legacy for our great great grandchildren and in the meantime , tighten our belts and initiate other ways of doing what we need to do ? Larry Lundgren has an excellent suggestion below , and there are many more . Let 's think about emerging out of the Age of Petroleum into what must come next if we are to survive on this planet .",1041
control,"It should be clear by now that, given enough slack in their leash, the banks will take the path of highest leverage without concern for risk. Look at how they all copied Countrywide Financial so they could get a larger share of feed at the trough. Of course this will always end with the US taxpayer baling them out and financing hideously large bonuses to those that risked everyone else's money and lost. We desperately need the Glass Steagall wall between deposits and investments. It would also be a big help if we implement a method to lower income inequality so that unsustainable amounts of personal debt are required to prop up our economy. Remember when Chairman Greenspan testified on TV in a Senate hearing and urged existing homeowners to tap into their equity? The rapid rise in personal debt in the form of credit card debt, mortgages and student loans is feeding these to-big-to fail financial behemoths that throw their weight around Washington.",1,"It should be clear by now that , given enough slack in their leash , the banks will take the path of highest leverage without concern for risk . Look at how they all copied Countrywide Financial so they could get a larger share of feed at the trough . Of course this will always end with the US taxpayer baling them out and financing hideously large bonuses to those that risked everyone else 's money and lost . We desperately need the Glass Steagall wall between deposits and investments . It would also be a big help if we implement a method to lower income inequality so that unsustainable amounts of personal debt are required to prop up our economy . Remember when Chairman Greenspan testified on TV in a Senate hearing and urged existing homeowners to tap into their equity ? The rapid rise in personal debt in the form of credit card debt , mortgages and student loans is feeding these to - big - to fail financial behemoths that throw their weight around Washington .",974
vaccination,"I couldn't agree more. The decision of well-meaning but ignorant people to deprive their children of vaccinations endangers not just the children, but the children of others, and vulnerable adults. Our right to choose ends when those choices result in harm to others.",1,"I could n't agree more . The decision of well - meaning but ignorant people to deprive their children of vaccinations endangers not just the children , but the children of others , and vulnerable adults . Our right to choose ends when those choices result in harm to others .",956
women,"This is a wonderful article. I have had 3 births, the first 2 were in the hospital, and my 3rd was at home. I had awful experiences in the hospital with feeling like my freedom was taken away. I felt like I was shackled to the bed from the moment I walked in. My home birth was by far the best decision I have ever made. The experience is almost indescribable. Don't get me wrong, my first 2 births are special to me only because it was the moment my beautiful children came into this world. I just wish I knew then what I know now. With my home birth, I had an absolutely wonderful midwife who monitored me, but also aloud me to have control and let my body do what it was meant to do: give birth. Pregnancy is not a sickness, and I refuse to allow it to be treated as such.",1,"This is a wonderful article . I have had 3 births , the first 2 were in the hospital , and my 3rd was at home . I had awful experiences in the hospital with feeling like my freedom was taken away . I felt like I was shackled to the bed from the moment I walked in . My home birth was by far the best decision I have ever made . The experience is almost indescribable . Do n't get me wrong , my first 2 births are special to me only because it was the moment my beautiful children came into this world . I just wish I knew then what I know now . With my home birth , I had an absolutely wonderful midwife who monitored me , but also aloud me to have control and let my body do what it was meant to do : give birth . Pregnancy is not a sickness , and I refuse to allow it to be treated as such .",835
