topic,argument,label,tokenized_argument,new_id
affirmative actions,"The author is correct to observe that ""...racial disparities remain alarmingly wide."" But there is no evidence to suggest that affirmative action can change that. Affirmative action is quite likely part of the problem, not the solution. It insults blacks and hispanics and breeds resentment in others. Let's stop discriminating against people because of their skin color and let's increase opportunity for everyone in our society, especially for those at the bottom of the economy.",0,"The author is correct to observe that "" ... racial disparities remain alarmingly wide . "" But there is no evidence to suggest that affirmative action can change that . Affirmative action is quite likely part of the problem , not the solution . It insults blacks and hispanics and breeds resentment in others . Let 's stop discriminating against people because of their skin color and let 's increase opportunity for everyone in our society , especially for those at the bottom of the economy .",8487
school librarians,"The average teacher may have one at most two classes on children's or young adult literature. Many that I have met have an extremely shallow knowledge of this category of learning. In contrast librarians have a tremendous base of knowledge that guides not just students but the teachers within a school. Beyond the love books and knowledge librarians empower students to go beyond google, they help students learn differentiate and validate information in the sea of misinformation that characterizes the internet today. Yes teachers and schools can stumble on without a librarian, but it is as if we would ask a child to each McDonalds for a meal everyday. Their education is ultimately nutrient diminished.",1,"The average teacher may have one at most two classes on children 's or young adult literature . Many that I have met have an extremely shallow knowledge of this category of learning . In contrast librarians have a tremendous base of knowledge that guides not just students but the teachers within a school . Beyond the love books and knowledge librarians empower students to go beyond google , they help students learn differentiate and validate information in the sea of misinformation that characterizes the internet today . Yes teachers and schools can stumble on without a librarian , but it is as if we would ask a child to each McDonalds for a meal everyday . Their education is ultimately nutrient diminished .",15712
kids,"""Everyone is entitled to his own opinion, but not his own facts."" ---- Daniel Patrick Moynihan All schools should attempt to teach students facts. Give the students, as they mature, the ability to reach their own opinions based upon those facts.",1,""" Everyone is entitled to his own opinion , but not his own facts . "" ---- Daniel Patrick Moynihan All schools should attempt to teach students facts . Give the students , as they mature , the ability to reach their own opinions based upon those facts .",1894
social media,"I am a 20-year-old female college student who does not own a smart phone and does not wish to own one. I feel as though I am one of the few left of my age (and in general) who have not been sucked into the smartphone (mostly iphone) world. It can be very frustrating for me when my friends are constantly glued to their devices. I often find myself in social situations where everyone in the room are on their phones and I am left sitting, waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen. In this sense I agree that smartphones/facebook can be potentially damaging to relationships or at least to proper social conduct.",0,"I am a 20-year - old female college student who does not own a smart phone and does not wish to own one . I feel as though I am one of the few left of my age ( and in general ) who have not been sucked into the smartphone ( mostly iphone ) world . It can be very frustrating for me when my friends are constantly glued to their devices . I often find myself in social situations where everyone in the room are on their phones and I am left sitting , waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen . In this sense I agree that smartphones / facebook can be potentially damaging to relationships or at least to proper social conduct .",4953
research papers,"I personally think that using arguments and evidence is central in any debate. However the nature of research changed with the advent of databases and google. Moreover the Internet has dramatically changed the way people discuss or just get information about public issues. Perhaps, it would be more helpful to teach students how to deal with digital tools more consciously. For example, when I was a TA, my supervisor gave to his undergraduate students a very original assignment: writing a wikipedia entry. Writing a Wikipedia article seems a simple task, it is a very challenging work because first of all it is an hypertext and references, quotations, link are central to prove both the entry is verifiable and well structured. Second, editors review all articles that are submitted and there is a group approval system to determine if content is published, or rejected in the case of plagiarism or poor quality.",1,"I personally think that using arguments and evidence is central in any debate . However the nature of research changed with the advent of databases and google . Moreover the Internet has dramatically changed the way people discuss or just get information about public issues . Perhaps , it would be more helpful to teach students how to deal with digital tools more consciously . For example , when I was a TA , my supervisor gave to his undergraduate students a very original assignment : writing a wikipedia entry . Writing a Wikipedia article seems a simple task , it is a very challenging work because first of all it is an hypertext and references , quotations , link are central to prove both the entry is verifiable and well structured . Second , editors review all articles that are submitted and there is a group approval system to determine if content is published , or rejected in the case of plagiarism or poor quality .",8941
a useful excercise for college students,"I personally think that using arguments and evidence is central in any debate. However the nature of research changed with the advent of databases and google. Moreover the Internet has dramatically changed the way people discuss or just get information about public issues. Perhaps, it would be more helpful to teach students how to deal with digital tools more consciously. For example, when I was a TA, my supervisor gave to his undergraduate students a very original assignment: writing a wikipedia entry. Writing a Wikipedia article seems a simple task, it is a very challenging work because first of all it is an hypertext and references, quotations, link are central to prove both the entry is verifiable and well structured. Second, editors review all articles that are submitted and there is a group approval system to determine if content is published, or rejected in the case of plagiarism or poor quality.",1,"I personally think that using arguments and evidence is central in any debate . However the nature of research changed with the advent of databases and google . Moreover the Internet has dramatically changed the way people discuss or just get information about public issues . Perhaps , it would be more helpful to teach students how to deal with digital tools more consciously . For example , when I was a TA , my supervisor gave to his undergraduate students a very original assignment : writing a wikipedia entry . Writing a Wikipedia article seems a simple task , it is a very challenging work because first of all it is an hypertext and references , quotations , link are central to prove both the entry is verifiable and well structured . Second , editors review all articles that are submitted and there is a group approval system to determine if content is published , or rejected in the case of plagiarism or poor quality .",10692
airline industry,"On my flight yesterday from Seattle to Dulles/DC the legroom upgrade would have been $119, not $39. Where I live, Southwest doesn't fly, so that isn't happening. Because flying has become so unpleasant I do it as little as possible. The only bright spot is the foreign carriers on trans Atlantic flights--a trip to Milan via Emirates last summer was a pleasure, with legroom, edible food and a choice of 500 movies to watch for free. Regulation of things like legroom and full disclosure of fees sounds like a good idea to me.",0,"On my flight yesterday from Seattle to Dulles / DC the legroom upgrade would have been $ 119 , not $ 39 . Where I live , Southwest does n't fly , so that is n't happening . Because flying has become so unpleasant I do it as little as possible . The only bright spot is the foreign carriers on trans Atlantic flights -- a trip to Milan via Emirates last summer was a pleasure , with legroom , edible food and a choice of 500 movies to watch for free . Regulation of things like legroom and full disclosure of fees sounds like a good idea to me .",13517
illegal labor,"Totally agree with this view, but I have not heard any comments pertaining the posture of Big Farming and their supporters. Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business.",0,"Totally agree with this view , but I have not heard any comments pertaining the posture of Big Farming and their supporters . Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business .",6343
farms,"Totally agree with this view, but I have not heard any comments pertaining the posture of Big Farming and their supporters. Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business.",1,"Totally agree with this view , but I have not heard any comments pertaining the posture of Big Farming and their supporters . Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business .",17277
social media,"I find the incessant ""looking down at the smartphone"" to be so annoying that I am about to ban the use of smartphones in my gastropub. It is my little way of encouraging people to interact with each other instead of with technology.",0,"I find the incessant "" looking down at the smartphone "" to be so annoying that I am about to ban the use of smartphones in my gastropub . It is my little way of encouraging people to interact with each other instead of with technology .",3667
capital gains,"I am surprised that the Times should give this crackpot idea so much space. Capital gains is the income of the rich. Are the rich supposed to be exempt from taxation? They depend on society to produce their riches. In late-Victorian Britain, the argument was the opposite. Non-work income was 'unearned income' and was taxed at a higher rate. And spare us the argument that low taxes on capital gains promotes economic growth. Under low capital gains tax (since the 1980s) growth was slower than in the post-war periods, when taxes were high. And virtually all the benefits of growth have gone to the rich.",0,"I am surprised that the Times should give this crackpot idea so much space . Capital gains is the income of the rich . Are the rich supposed to be exempt from taxation ? They depend on society to produce their riches . In late - Victorian Britain , the argument was the opposite . Non - work income was ' unearned income ' and was taxed at a higher rate . And spare us the argument that low taxes on capital gains promotes economic growth . Under low capital gains tax ( since the 1980s ) growth was slower than in the post - war periods , when taxes were high . And virtually all the benefits of growth have gone to the rich .",6699
home schoolers,"Although I have no idea what studies show about home schooled kids, I do know that, having hired two of them, my impression is not favorable. Both were prima donnas who spent a lot of time complaining about work rules, who thought that they should be able to change work processes to suit them, and who resorted to crying and making scenes to try and get their way with co-workers. The public school system was established primarily as a benefit to society, not just the individual child. That is why we all pay taxes to the schools whether we have kids or not. If people want to take their children out, so be it -- but they still still have their obligation to support the schools.",0,"Although I have no idea what studies show about home schooled kids , I do know that , having hired two of them , my impression is not favorable . Both were prima donnas who spent a lot of time complaining about work rules , who thought that they should be able to change work processes to suit them , and who resorted to crying and making scenes to try and get their way with co - workers . The public school system was established primarily as a benefit to society , not just the individual child . That is why we all pay taxes to the schools whether we have kids or not . If people want to take their children out , so be it -- but they still still have their obligation to support the schools .",15009
a tax break,"Although I have no idea what studies show about home schooled kids, I do know that, having hired two of them, my impression is not favorable. Both were prima donnas who spent a lot of time complaining about work rules, who thought that they should be able to change work processes to suit them, and who resorted to crying and making scenes to try and get their way with co-workers. The public school system was established primarily as a benefit to society, not just the individual child. That is why we all pay taxes to the schools whether we have kids or not. If people want to take their children out, so be it -- but they still still have their obligation to support the schools.",0,"Although I have no idea what studies show about home schooled kids , I do know that , having hired two of them , my impression is not favorable . Both were prima donnas who spent a lot of time complaining about work rules , who thought that they should be able to change work processes to suit them , and who resorted to crying and making scenes to try and get their way with co - workers . The public school system was established primarily as a benefit to society , not just the individual child . That is why we all pay taxes to the schools whether we have kids or not . If people want to take their children out , so be it -- but they still still have their obligation to support the schools .",15025
overcrowding,"If we just had millions upon billions living in unindustrialized countries or places in which people had no discretionary income to participate in a consumer society, Erhlich would have remained wrong. But societies around the globe have changed, and everyone desires a higher standard of living. Now Erhlich is right. Okay, let's make an effort to reduce consumption. But does not our economy and our whole way of life rest on the foundation of a consumer society? Without the populace subscribing to and participating in a society dedicated to making or marketing things and buying them, how do we structure society then? What do people do in lieu of buying stuff? How is power accorded and meted out? How do people obtain the necessities? How do they generate income? I would suggest that there is more to the challenge than ""to fix capitalism by encouraging innovation in the technologies that can deliver a liveable world. "" There will have to be a philosophy with which to address nature and the universe, for both the powers-that-be and hoi polloi.",0,"If we just had millions upon billions living in unindustrialized countries or places in which people had no discretionary income to participate in a consumer society , Erhlich would have remained wrong . But societies around the globe have changed , and everyone desires a higher standard of living . Now Erhlich is right . Okay , let 's make an effort to reduce consumption . But does not our economy and our whole way of life rest on the foundation of a consumer society ? Without the populace subscribing to and participating in a society dedicated to making or marketing things and buying them , how do we structure society then ? What do people do in lieu of buying stuff ? How is power accorded and meted out ? How do people obtain the necessities ? How do they generate income ? I would suggest that there is more to the challenge than "" to fix capitalism by encouraging innovation in the technologies that can deliver a liveable world . "" There will have to be a philosophy with which to address nature and the universe , for both the powers - that - be and hoi polloi .",3025
pot,. Do alcohol and marijuana affect some users negatively? Absolutely. Should minors be allowed to legally consume either one? No. But the war on drugs is a failure. All it does is promote violence and enrich big time drug dealers and the utterly corrupt interdiction apparatus both in the U.S. and abroad. I don't endorse the use of either marijuana or alcohol. But making them illegal protects no one.,1,. Do alcohol and marijuana affect some users negatively ? Absolutely . Should minors be allowed to legally consume either one ? No . But the war on drugs is a failure . All it does is promote violence and enrich big time drug dealers and the utterly corrupt interdiction apparatus both in the U.S. and abroad . I do n't endorse the use of either marijuana or alcohol . But making them illegal protects no one .,4095
colorado,. Do alcohol and marijuana affect some users negatively? Absolutely. Should minors be allowed to legally consume either one? No. But the war on drugs is a failure. All it does is promote violence and enrich big time drug dealers and the utterly corrupt interdiction apparatus both in the U.S. and abroad. I don't endorse the use of either marijuana or alcohol. But making them illegal protects no one.,1,. Do alcohol and marijuana affect some users negatively ? Absolutely . Should minors be allowed to legally consume either one ? No . But the war on drugs is a failure . All it does is promote violence and enrich big time drug dealers and the utterly corrupt interdiction apparatus both in the U.S. and abroad . I do n't endorse the use of either marijuana or alcohol . But making them illegal protects no one .,11933
people,An experience similar to Ms. Jackson's at CVS highlighted the degeneration of mathematical facility in young people. My bill at a fast food restaurant came to $10.15 and I handed the young lady behind the register $20.15. She looked at the 15 cents and at me all puzzled; she shuffled it around the counter. Then she entered $20.15 into the register and when it showed that the change due was $10.00 her face lit up. The mystery puzzle was solved. She looked at me with an awe that reflected her amazement that I could think of this ingenious gambit. Needless to say I was also amazed. I am similary awed when I read of surveys wherein significant numbers of college students (even in Southern California) could not identify a country that borders the U.S. or did not know which side the U.S. fought on in WWII.,0,An experience similar to Ms. Jackson 's at CVS highlighted the degeneration of mathematical facility in young people . My bill at a fast food restaurant came to $ 10.15 and I handed the young lady behind the register $ 20.15 . She looked at the 15 cents and at me all puzzled ; she shuffled it around the counter . Then she entered $ 20.15 into the register and when it showed that the change due was $ 10.00 her face lit up . The mystery puzzle was solved . She looked at me with an awe that reflected her amazement that I could think of this ingenious gambit . Needless to say I was also amazed . I am similary awed when I read of surveys wherein significant numbers of college students ( even in Southern California ) could not identify a country that borders the U.S. or did not know which side the U.S. fought on in WWII .,3736
national security,Very one sided discussion: 1. All subsidies go to rich people because there purpose is to draw investment capital into those parts of the market. They have to go to people who have captial. 2. Decreases in farm subsidies will decrease farm production and increase food prices for everyone. 3. Increased farm prices will decrease exports and causing further decreases in production and increase in prices 4. Potential food shortages is a national security issue.,1,Very one sided discussion : 1 . All subsidies go to rich people because there purpose is to draw investment capital into those parts of the market . They have to go to people who have captial . 2 . Decreases in farm subsidies will decrease farm production and increase food prices for everyone . 3 . Increased farm prices will decrease exports and causing further decreases in production and increase in prices 4 . Potential food shortages is a national security issue .,221
farm subsidies,Very one sided discussion: 1. All subsidies go to rich people because there purpose is to draw investment capital into those parts of the market. They have to go to people who have captial. 2. Decreases in farm subsidies will decrease farm production and increase food prices for everyone. 3. Increased farm prices will decrease exports and causing further decreases in production and increase in prices 4. Potential food shortages is a national security issue.,0,Very one sided discussion : 1 . All subsidies go to rich people because there purpose is to draw investment capital into those parts of the market . They have to go to people who have captial . 2 . Decreases in farm subsidies will decrease farm production and increase food prices for everyone . 3 . Increased farm prices will decrease exports and causing further decreases in production and increase in prices 4 . Potential food shortages is a national security issue .,333
marijuana,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka, Scotch and gin. I find it ludicrous that we are having this discussion in the 21st century...did we fall into a time warp and end up back in the 1930s?",0,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka , Scotch and gin . I find it ludicrous that we are having this discussion in the 21st century ... did we fall into a time warp and end up back in the 1930s ?",2244
a gateway drug,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka, Scotch and gin. I find it ludicrous that we are having this discussion in the 21st century...did we fall into a time warp and end up back in the 1930s?",0,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka , Scotch and gin . I find it ludicrous that we are having this discussion in the 21st century ... did we fall into a time warp and end up back in the 1930s ?",2258
greece,"Optimism, please ! The sky is not falling as some predict. Papandreou has shrewdly realized he can can pressure Europe for a better deal. Thus in the end there's a bigger haircut and Greece remains in the Euro. Ditto for the others.",0,"Optimism , please ! The sky is not falling as some predict . Papandreou has shrewdly realized he can can pressure Europe for a better deal . Thus in the end there 's a bigger haircut and Greece remains in the Euro . Ditto for the others .",14814
the euro zone,"Optimism, please ! The sky is not falling as some predict. Papandreou has shrewdly realized he can can pressure Europe for a better deal. Thus in the end there's a bigger haircut and Greece remains in the Euro. Ditto for the others.",1,"Optimism , please ! The sky is not falling as some predict . Papandreou has shrewdly realized he can can pressure Europe for a better deal . Thus in the end there 's a bigger haircut and Greece remains in the Euro . Ditto for the others .",14822
women,"In today's Western world, almost all children survive to adulthood, thanks to good medical care, no wars, and a much better standard of living. In this scenario, there's no real need to have lots of children, parents can just have 1 (let's say) and be reasonably certain that that child will have a normal life. If it's OK to have just one child, then women feel that they don't need to start early. A woman in her late 30s can still bear that one child, so delayed motherhood makes perfect sense. In the past, women started early because they planned several children, and that in turn was caused by high mortality.",0,"In today 's Western world , almost all children survive to adulthood , thanks to good medical care , no wars , and a much better standard of living . In this scenario , there 's no real need to have lots of children , parents can just have 1 ( let 's say ) and be reasonably certain that that child will have a normal life . If it 's OK to have just one child , then women feel that they do n't need to start early . A woman in her late 30s can still bear that one child , so delayed motherhood makes perfect sense . In the past , women started early because they planned several children , and that in turn was caused by high mortality .",9566
motherhood,"In today's Western world, almost all children survive to adulthood, thanks to good medical care, no wars, and a much better standard of living. In this scenario, there's no real need to have lots of children, parents can just have 1 (let's say) and be reasonably certain that that child will have a normal life. If it's OK to have just one child, then women feel that they don't need to start early. A woman in her late 30s can still bear that one child, so delayed motherhood makes perfect sense. In the past, women started early because they planned several children, and that in turn was caused by high mortality.",1,"In today 's Western world , almost all children survive to adulthood , thanks to good medical care , no wars , and a much better standard of living . In this scenario , there 's no real need to have lots of children , parents can just have 1 ( let 's say ) and be reasonably certain that that child will have a normal life . If it 's OK to have just one child , then women feel that they do n't need to start early . A woman in her late 30s can still bear that one child , so delayed motherhood makes perfect sense . In the past , women started early because they planned several children , and that in turn was caused by high mortality .",16333
workplace,"the title, ""It's as American as Apple pie"" is childish. It's as if 'smoking is American in 1960 and thus a good thing.' The whole system is broken. Tips range all over the place....Restaurants in America should learn to global system of paying standard wages and tipping should be just a minor thank you. Use to be 10 -15% was a good tip. Now it's 20-30%. Soon it will be considered declasse to tip less then 50%. Wake up and smell the inequity.",0,"the title , "" It 's as American as Apple pie "" is childish . It 's as if ' smoking is American in 1960 and thus a good thing . ' The whole system is broken . Tips range all over the place .... Restaurants in America should learn to global system of paying standard wages and tipping should be just a minor thank you . Use to be 10 -15 % was a good tip . Now it 's 20 - 30 % . Soon it will be considered declasse to tip less then 50 % . Wake up and smell the inequity .",13280
restaurants,"the title, ""It's as American as Apple pie"" is childish. It's as if 'smoking is American in 1960 and thus a good thing.' The whole system is broken. Tips range all over the place....Restaurants in America should learn to global system of paying standard wages and tipping should be just a minor thank you. Use to be 10 -15% was a good tip. Now it's 20-30%. Soon it will be considered declasse to tip less then 50%. Wake up and smell the inequity.",0,"the title , "" It 's as American as Apple pie "" is childish . It 's as if ' smoking is American in 1960 and thus a good thing . ' The whole system is broken . Tips range all over the place .... Restaurants in America should learn to global system of paying standard wages and tipping should be just a minor thank you . Use to be 10 -15 % was a good tip . Now it 's 20 - 30 % . Soon it will be considered declasse to tip less then 50 % . Wake up and smell the inequity .",13492
legislation,The D.C. Metro area is a good laboratory for this topic. There are literally scores of thousands of morbidly obese Federal workers slithering all over this place. Costing taxpayers billions for their desire to stuff food down their fat throats means they need to be held accountable. Overweight? No health insurance.,1,The D.C. Metro area is a good laboratory for this topic . There are literally scores of thousands of morbidly obese Federal workers slithering all over this place . Costing taxpayers billions for their desire to stuff food down their fat throats means they need to be held accountable . Overweight ? No health insurance .,7336
dual citizenship,"""Nineteen out of the top 20 source countries for immigrants now allow their citizens to maintain the status even as they naturalize in the United States.""/i> Yes, but the US doesn't permit it. In order to naturize here, you must renounce any other citizenship you have. This is done is a sworn solemn Oath of Allegiance. Failure to do this is an act of perjury. And it makes sense, because otherwise you would not care about the country, knowing that have a place you can split to. There's a whole bunch who hold Israeli citizenship such as Michael Cherkoff, Ram Emmanuel, Richard Pearle, Paul Wolfawitz. And of course, Arnawld Schwarzenegger is an Austrian citizen. Anyone holding an office of public trust or security, should not have any other citizenship than American. And then there's Wen Ho Lee.",0,""" Nineteen out of the top 20 source countries for immigrants now allow their citizens to maintain the status even as they naturalize in the United States . ""/i > Yes , but the US does n't permit it . In order to naturize here , you must renounce any other citizenship you have . This is done is a sworn solemn Oath of Allegiance . Failure to do this is an act of perjury . And it makes sense , because otherwise you would not care about the country , knowing that have a place you can split to . There 's a whole bunch who hold Israeli citizenship such as Michael Cherkoff , Ram Emmanuel , Richard Pearle , Paul Wolfawitz . And of course , Arnawld Schwarzenegger is an Austrian citizen . Anyone holding an office of public trust or security , should not have any other citizenship than American . And then there 's Wen Ho Lee .",3447
royal couple,"I think they can be quite normal..Prince Edward and Sophie lead a fairly normal life..although, of course, he is not in line for the throne. And Kate and William have known each other for 8 years..and there does not seem to be a ""Camila"" lurking in his background..with their life under a microscope, we would know! I just hope they can have some privacy. They have many, many mutual friends..so I imagine they will be surrounded by them..entertain them..and they will have their support and love them for who they are..and not because they are in the royal family. She is a lovely, lovely girl..and William has said ""There is something special about her."" Now this is nit- picking...but, she does look a little too thin. And I wish William was not a helicopter co-pilot..it is just too risky! Well..I wish them the best!",1,"I think they can be quite normal .. Prince Edward and Sophie lead a fairly normal life .. although , of course , he is not in line for the throne . And Kate and William have known each other for 8 years .. and there does not seem to be a "" Camila "" lurking in his background .. with their life under a microscope , we would know ! I just hope they can have some privacy . They have many , many mutual friends .. so I imagine they will be surrounded by them .. entertain them .. and they will have their support and love them for who they are .. and not because they are in the royal family . She is a lovely , lovely girl .. and William has said "" There is something special about her . "" Now this is nit- picking ... but , she does look a little too thin . And I wish William was not a helicopter co - pilot .. it is just too risky ! Well .. I wish them the best !",6400
a modern family,"I think they can be quite normal..Prince Edward and Sophie lead a fairly normal life..although, of course, he is not in line for the throne. And Kate and William have known each other for 8 years..and there does not seem to be a ""Camila"" lurking in his background..with their life under a microscope, we would know! I just hope they can have some privacy. They have many, many mutual friends..so I imagine they will be surrounded by them..entertain them..and they will have their support and love them for who they are..and not because they are in the royal family. She is a lovely, lovely girl..and William has said ""There is something special about her."" Now this is nit- picking...but, she does look a little too thin. And I wish William was not a helicopter co-pilot..it is just too risky! Well..I wish them the best!",1,"I think they can be quite normal .. Prince Edward and Sophie lead a fairly normal life .. although , of course , he is not in line for the throne . And Kate and William have known each other for 8 years .. and there does not seem to be a "" Camila "" lurking in his background .. with their life under a microscope , we would know ! I just hope they can have some privacy . They have many , many mutual friends .. so I imagine they will be surrounded by them .. entertain them .. and they will have their support and love them for who they are .. and not because they are in the royal family . She is a lovely , lovely girl .. and William has said "" There is something special about her . "" Now this is nit- picking ... but , she does look a little too thin . And I wish William was not a helicopter co - pilot .. it is just too risky ! Well .. I wish them the best !",6405
isis,Claiming that Assad and ISIS are both evil suggest a moral equivalence that is unjustified. Assad uses horrible means to stay in power but we should not forget that before the trouble started he was quite popular and many assume that he might win free elections. Daily life in peace under ISIS is fundamentally more troublesome. The trouble with expanding attacks on ISIS to Syria is that it gives Washington a role in the Syrian conflict. We may also see that once Washington starts bombing them many ISIS members will start to call themselves members of Al Nusra or some other Syrian rebel group. In my opinion the only way to go forward is to strive for an agreement between Assad and the moderate opposition. Until now the US has sabotaged such negotiations and supported those rebels who don't want to compromise. But if Washington gets serious about negotiations and presses the other countries supporting the rebels to get similarly serious some compromise should be possible.,0,Claiming that Assad and ISIS are both evil suggest a moral equivalence that is unjustified . Assad uses horrible means to stay in power but we should not forget that before the trouble started he was quite popular and many assume that he might win free elections . Daily life in peace under ISIS is fundamentally more troublesome . The trouble with expanding attacks on ISIS to Syria is that it gives Washington a role in the Syrian conflict . We may also see that once Washington starts bombing them many ISIS members will start to call themselves members of Al Nusra or some other Syrian rebel group . In my opinion the only way to go forward is to strive for an agreement between Assad and the moderate opposition . Until now the US has sabotaged such negotiations and supported those rebels who do n't want to compromise . But if Washington gets serious about negotiations and presses the other countries supporting the rebels to get similarly serious some compromise should be possible .,11092
the u.s.,Claiming that Assad and ISIS are both evil suggest a moral equivalence that is unjustified. Assad uses horrible means to stay in power but we should not forget that before the trouble started he was quite popular and many assume that he might win free elections. Daily life in peace under ISIS is fundamentally more troublesome. The trouble with expanding attacks on ISIS to Syria is that it gives Washington a role in the Syrian conflict. We may also see that once Washington starts bombing them many ISIS members will start to call themselves members of Al Nusra or some other Syrian rebel group. In my opinion the only way to go forward is to strive for an agreement between Assad and the moderate opposition. Until now the US has sabotaged such negotiations and supported those rebels who don't want to compromise. But if Washington gets serious about negotiations and presses the other countries supporting the rebels to get similarly serious some compromise should be possible.,0,Claiming that Assad and ISIS are both evil suggest a moral equivalence that is unjustified . Assad uses horrible means to stay in power but we should not forget that before the trouble started he was quite popular and many assume that he might win free elections . Daily life in peace under ISIS is fundamentally more troublesome . The trouble with expanding attacks on ISIS to Syria is that it gives Washington a role in the Syrian conflict . We may also see that once Washington starts bombing them many ISIS members will start to call themselves members of Al Nusra or some other Syrian rebel group . In my opinion the only way to go forward is to strive for an agreement between Assad and the moderate opposition . Until now the US has sabotaged such negotiations and supported those rebels who do n't want to compromise . But if Washington gets serious about negotiations and presses the other countries supporting the rebels to get similarly serious some compromise should be possible .,11354
minor violations,"People who are in the habit of behaving with civility tend not to commit minor crimes and to not disrespect the lives of others. Police work that enforces minor offenses and quality of life ordinances sends the message that uncivil behavior will not be tolerated. Some in poorly policed areas are characterized by a lot of people who live in distress, are exposed to criminal behavior on a daily basis, and are exposed to significant numbers of people who are used to acting out without any consequences. In such areas the worst behaving people end up determining the living conditions of all.",0,"People who are in the habit of behaving with civility tend not to commit minor crimes and to not disrespect the lives of others . Police work that enforces minor offenses and quality of life ordinances sends the message that uncivil behavior will not be tolerated . Some in poorly policed areas are characterized by a lot of people who live in distress , are exposed to criminal behavior on a daily basis , and are exposed to significant numbers of people who are used to acting out without any consequences . In such areas the worst behaving people end up determining the living conditions of all .",2573
more serious crime,"People who are in the habit of behaving with civility tend not to commit minor crimes and to not disrespect the lives of others. Police work that enforces minor offenses and quality of life ordinances sends the message that uncivil behavior will not be tolerated. Some in poorly policed areas are characterized by a lot of people who live in distress, are exposed to criminal behavior on a daily basis, and are exposed to significant numbers of people who are used to acting out without any consequences. In such areas the worst behaving people end up determining the living conditions of all.",0,"People who are in the habit of behaving with civility tend not to commit minor crimes and to not disrespect the lives of others . Police work that enforces minor offenses and quality of life ordinances sends the message that uncivil behavior will not be tolerated . Some in poorly policed areas are characterized by a lot of people who live in distress , are exposed to criminal behavior on a daily basis , and are exposed to significant numbers of people who are used to acting out without any consequences . In such areas the worst behaving people end up determining the living conditions of all .",2586
farm subsidies,"First, the result of farm subsidies is cheaper food, not rich farmers. Second, farm subsidies should be reduced to help reduce the deficit, but that reduction should be proportional. Elimination of farm subsidies would dramatically affect our balance of trade, as farm exports currently help balance imports of manufactured goods.",1,"First , the result of farm subsidies is cheaper food , not rich farmers . Second , farm subsidies should be reduced to help reduce the deficit , but that reduction should be proportional . Elimination of farm subsidies would dramatically affect our balance of trade , as farm exports currently help balance imports of manufactured goods .",11221
privatization,"In my state, the guards at the gates of a major Air Force base were privatized! A security company took over, despite thousands of soldiers on base. At least until the man who owned the security guard company took off one day without paying the guards. And that's just one case. In nearly every instance where knee-jerk privatizers take over, the workers lose pay and benefits, a few owners rake in our tax money, and services sink to the bottom of a deep, dark pit. In Afghanistan and Iraq, Halliburton et al. rake in billions year after year, take the lion's share, and then farm out the work to sub-sub-sub contractors, who get pennies on the dollar and do a cheap, ineffective job--if it's done at all. And no one in power complains. When do we stop the madness?",0,"In my state , the guards at the gates of a major Air Force base were privatized ! A security company took over , despite thousands of soldiers on base . At least until the man who owned the security guard company took off one day without paying the guards . And that 's just one case . In nearly every instance where knee - jerk privatizers take over , the workers lose pay and benefits , a few owners rake in our tax money , and services sink to the bottom of a deep , dark pit . In Afghanistan and Iraq , Halliburton et al . rake in billions year after year , take the lion 's share , and then farm out the work to sub - sub - sub contractors , who get pennies on the dollar and do a cheap , ineffective job -- if it 's done at all . And no one in power complains . When do we stop the madness ?",16067
a bad deal for cities and states,"In my state, the guards at the gates of a major Air Force base were privatized! A security company took over, despite thousands of soldiers on base. At least until the man who owned the security guard company took off one day without paying the guards. And that's just one case. In nearly every instance where knee-jerk privatizers take over, the workers lose pay and benefits, a few owners rake in our tax money, and services sink to the bottom of a deep, dark pit. In Afghanistan and Iraq, Halliburton et al. rake in billions year after year, take the lion's share, and then farm out the work to sub-sub-sub contractors, who get pennies on the dollar and do a cheap, ineffective job--if it's done at all. And no one in power complains. When do we stop the madness?",0,"In my state , the guards at the gates of a major Air Force base were privatized ! A security company took over , despite thousands of soldiers on base . At least until the man who owned the security guard company took off one day without paying the guards . And that 's just one case . In nearly every instance where knee - jerk privatizers take over , the workers lose pay and benefits , a few owners rake in our tax money , and services sink to the bottom of a deep , dark pit . In Afghanistan and Iraq , Halliburton et al . rake in billions year after year , take the lion 's share , and then farm out the work to sub - sub - sub contractors , who get pennies on the dollar and do a cheap , ineffective job -- if it 's done at all . And no one in power complains . When do we stop the madness ?",16147
